name,email,date_of_birth,mobile_no,name_clean,failure_reason
John Tucker,John_Tucker@nelson-blake.info,07/04/2003,5346545,John Tucker,invalid_mobile
Dana Wilson,Dana_Wilson@bass.org,01/03/1966,54366,Dana Wilson,invalid_mobile
Henry Howard,Henry_Howard@turner-curtis.org,06/25/1976,6436865,Henry Howard,invalid_mobile
William Garcia,William_Garcia@wilson.com,1995/12/20,7846476,William Garcia,invalid_mobile
Matthew Miller,Matthew_Miller@jones.info,18-12-1995,760359,Matthew Miller,invalid_mobile
Joseph Sanchez,Joseph_Sanchez@martinez-hoffman.biz,09/13/1956,9099 6671,Joseph Sanchez,invalid_mobile
Cory Christensen,Cory_Christensen@perry.net,06/15/2018,4467562,Cory Christensen,invalid_mobile;below_18
Jamie Mccullough,Jamie_Mccullough@carlson.com,1992/10/01,90301,Jamie Mccullough,invalid_mobile
Jose Smith,Jose_Smith@clarke-pierce.net,1955/09/13,176193,Jose Smith,invalid_mobile
Christine Andrews,Christine_Andrews@bennett-ramirez.com,1993/10/19,435993,Christine Andrews,invalid_mobile
Justin Taylor,Justin_Taylor@faulkner.com,2009-09-14,42836,Justin Taylor,invalid_mobile;below_18
Dylan Sanchez,Dylan_Sanchez@villa-yang.net,11-11-2003,425397,Dylan Sanchez,invalid_mobile
Megan Watson,Megan_Watson@gray-alexander.com,16-08-2008,32181,Megan Watson,invalid_mobile;below_18
Reginald Bell,Reginald_Bell@estrada.net,11/14/1981,75521,Reginald Bell,invalid_mobile
James Bell,James_Bell@elliott-mills.org,1952/06/11,606561,James Bell,invalid_mobile
Jennifer Cooper,Jennifer_Cooper@mitchell-edwards.com,1973-12-23,711699,Jennifer Cooper,invalid_mobile
Tanya Wagner,Tanya_Wagner@jones-molina.com,1986/11/23,381597,Tanya Wagner,invalid_mobile
Henry Curtis,Henry_Curtis@owens-walker.biz,1989-05-27,6919718,Henry Curtis,invalid_mobile
Cassandra Elliott,Cassandra_Elliott@bradley.com,2003-05-06,6271378,Cassandra Elliott,invalid_mobile
Pedro Mitchell,Pedro_Mitchell@sims.com,09/27/1961,9959 5743,Pedro Mitchell,invalid_mobile
Ray Mccarty,Ray_Mccarty@fuller.info,1971/02/08,55446,Ray Mccarty,invalid_mobile
Briana Marshall,Briana_Marshall@lawrence.com,1951/12/18,3113664,Briana Marshall,invalid_mobile
Melissa Clark,Melissa_Clark@holmes.com,1985-11-03,789753,Melissa Clark,invalid_mobile
Patrick Mays,Patrick_Mays@woods.com,18-08-1967,30286,Patrick Mays,invalid_mobile
Maria Powell,Maria_Powell@potts-knapp.com,01/21/1999,3376808,Maria Powell,invalid_mobile
Brian Rhodes,Brian_Rhodes@harris.com,1992/06/01,6948187,Brian Rhodes,invalid_mobile
Kenneth Holmes,Kenneth_Holmes@martinez.com,05-02-1989,4094623,Kenneth Holmes,invalid_mobile
Adam Garcia,Adam_Garcia@patterson.com,1995/02/06,5263028,Adam Garcia,invalid_mobile
Matthew Johnson,Matthew_Johnson@weber.com,24-09-1968,4986731,Matthew Johnson,invalid_mobile
Randy Aguirre,Randy_Aguirre@gates.com,2011/10/27,114495,Randy Aguirre,invalid_mobile;below_18
Michael Garcia,Michael_Garcia@thornton.com,05/11/2006,884685,Michael Garcia,invalid_mobile;below_18
Henry Johnson Jr.,Henry_Johnson@horton.org,2012-05-15,54804439,Henry Johnson Jr.,below_18
Christopher Stark,Christopher_Stark@blackwell.com,03/07/1971,9471 6219,Christopher Stark,invalid_mobile
Scott Dodson,Scott_Dodson@campbell-long.com,16-05-1951,333987,Scott Dodson,invalid_mobile
Laura Faulkner,Laura_Faulkner@wood.info,1995/09/29,583917,Laura Faulkner,invalid_mobile
Joseph Patterson,Joseph_Patterson@bentley.net,2017-01-16,2014986,Joseph Patterson,invalid_mobile;below_18
Vanessa Johnson,Vanessa_Johnson@barber.com,10/19/1960,8923 6567,Vanessa Johnson,invalid_mobile
Robert Kelley,Robert_Kelley@scott.com,06/02/1987,78861,Robert Kelley,invalid_mobile
Justin Mack,Justin_Mack@caldwell.com,13-05-2011,9661919,Justin Mack,invalid_mobile;below_18
Anna Gray,Anna_Gray@brown.biz,2006/02/23,5814397,Anna Gray,invalid_mobile;below_18
Christopher Lee,Christopher_Lee@chung-smith.com,2018-09-26,1169792,Christopher Lee,invalid_mobile;below_18
Mrs. Sara Garrett,Sara_Garrett@horn.com,01/04/2015,524085,Sara Garrett,invalid_mobile;below_18
Wendy Sanchez,Wendy_Sanchez@perry.com,1953-01-23,67276,Wendy Sanchez,invalid_mobile
Dr. Maria Hall,Maria_Hall@anderson-reyes.com,12/13/1951,563805,Maria Hall,invalid_mobile
Mr. James Hall,James_Hall@barrett.com,01/10/1951,1682122,James Hall,invalid_mobile
Megan Morrison,Megan_Morrison@long-weaver.com,03/19/1973,7875155,Megan Morrison,invalid_mobile
Jaime Mcdaniel,Jaime_Mcdaniel@mcclure-brooks.biz,2017/05/19,69676,Jaime Mcdaniel,invalid_mobile;below_18
Joseph Williams,Joseph_Williams@patterson-flores.biz,28-01-2002,8489027,Joseph Williams,invalid_mobile
Kevin Madden,Kevin_Madden@decker.com,2005-12-26,47551,Kevin Madden,invalid_mobile;below_18
Philip Cruz,Philip_Cruz@cohen.net,2007-04-10,2887249,Philip Cruz,invalid_mobile;below_18
Andrew Shaw,Andrew_Shaw@lee.biz,27-09-1990,366219,Andrew Shaw,invalid_mobile
Jessica Sexton,Jessica_Sexton@anderson.com,2007/02/18,963483,Jessica Sexton,invalid_mobile;below_18
Stephen Campos,Stephen_Campos@lam.biz,2005/01/23,19488863,Stephen Campos,below_18
Robert Griffith,Robert_Griffith@montgomery-roberts.info,08-01-1980,243957,Robert Griffith,invalid_mobile
John Aguilar,John_Aguilar@murphy-zuniga.com,10/19/1953,99521,John Aguilar,invalid_mobile
Jesus Meyer,Jesus_Meyer@sanford.com,1960/10/03,5316837,Jesus Meyer,invalid_mobile
Troy Butler,Troy_Butler@anderson.org,1974/04/05,2780947,Troy Butler,invalid_mobile
Jody Reed,Jody_Reed@winters-taylor.biz,2015/12/30,27588167,Jody Reed,below_18
Gloria Hartman,Gloria_Hartman@bell.com,1997/02/27,613809,Gloria Hartman,invalid_mobile
Melissa Mcbride,Melissa_Mcbride@miller.com,04/24/1990,36671,Melissa Mcbride,invalid_mobile
Robert Allen,Robert_Allen@boone.com,02/18/1985,61541,Robert Allen,invalid_mobile
Phillip Evans,Phillip_Evans@clayton-russo.net,1980/03/29,35416,Phillip Evans,invalid_mobile
Philip Banks,Philip_Banks@boyer.com,1996-06-10,70481,Philip Banks,invalid_mobile
Janet King,Janet_King@collins.biz,30-07-2014,6330059,Janet King,invalid_mobile;below_18
Michael Pierce,Michael_Pierce@boyd-griffith.com,1966/11/11,12221,Michael Pierce,invalid_mobile
Michael Serrano,Michael_Serrano@turner-maldonado.com,07/11/1982,1279 2543,Michael Serrano,invalid_mobile
Joseph Brown,Joseph_Brown@hays.net,2005-04-14,29911,Joseph Brown,invalid_mobile;below_18
Richard Martin,Richard_Martin@russell.com,11/22/1965,185529,Richard Martin,invalid_mobile
Brenda Turner,Brenda_Turner@vance-king.com,03/14/1990,5812899,Brenda Turner,invalid_mobile
Jennifer Conrad,Jennifer_Conrad@white-bennett.com,1997/03/06,7310892,Jennifer Conrad,invalid_mobile
Catherine Kirk,Catherine_Kirk@miller-mcfarland.com,2013-03-09,20921,Catherine Kirk,invalid_mobile;below_18
Andrea Gaines,Andrea_Gaines@lewis.net,10/30/1959,6065312,Andrea Gaines,invalid_mobile
Madison Nguyen,Madison_Nguyen@butler.info,1979-01-17,635127,Madison Nguyen,invalid_mobile
Tony Reese,Tony_Reese@henry-wells.net,23-06-1984,4413606,Tony Reese,invalid_mobile
Terri Powell,Terri_Powell@hunter-guerra.net,1987-03-07,27151,Terri Powell,invalid_mobile
David Wells,David_Wells@medina.com,1983-10-30,8094269,David Wells,invalid_mobile
Timothy Mitchell,Timothy_Mitchell@fields.net,1965/03/18,2410829,Timothy Mitchell,invalid_mobile
Kimberly Oconnor,Kimberly_Oconnor@jones-hanson.com,06/03/1951,134787,Kimberly Oconnor,invalid_mobile
Anthony Smith,Anthony_Smith@jones.biz,1956/03/25,846981,Anthony Smith,invalid_mobile
Roberta Garza,Roberta_Garza@peterson.com,2003-07-06,779787,Roberta Garza,invalid_mobile
Terry Bennett,Terry_Bennett@garcia.com,2012/02/28,16471,Terry Bennett,invalid_mobile;below_18
Mrs. Tiffany Gomez,Tiffany_Gomez@reilly-hill.com,07-01-1950,65216,Tiffany Gomez,invalid_mobile
Katherine Franklin,Katherine_Franklin@richardson.biz,27-08-2010,906189,Katherine Franklin,invalid_mobile;below_18
Sherry Martin,Sherry_Martin@cross-wright.org,1995/05/04,45471,Sherry Martin,invalid_mobile
Robert Li,Robert_Li@brock.com,2018/11/07,38151,Robert Li,invalid_mobile;below_18
Jesse Miller,Jesse_Miller@thompson-owens.biz,1961-03-06,854883,Jesse Miller,invalid_mobile
Kevin Jones,Kevin_Jones@moore.org,26-01-1974,122217,Kevin Jones,invalid_mobile
Rhonda Young,Rhonda_Young@knight.com,04-01-1958,53046,Rhonda Young,invalid_mobile
