name,email,date_of_birth,mobile_no,failure_reason
Debra Wagner,Debra_Wagner@stewart-thompson.com,15-09-1984,39141,invalid_mobile
Kelsey Miller,Kelsey_Miller@anderson-green.com,11/07/1978,4567 6055,invalid_mobile
Tony Cannon,Tony_Cannon@jacobs.info,02-09-1954,15936,invalid_mobile
Rebekah Sanchez,Rebekah_Sanchez@johnson.info,14-02-1962,88256,invalid_mobile
Brandon Woodard,Brandon_Woodard@spencer-jackson.net,2000-07-30,73426,invalid_mobile
Alan Summers,Alan_Summers@lloyd-smith.com,11/01/2017,4899 2595,invalid_mobile;below_18
Tonya Cherry,Tonya_Cherry@mccall.biz,1995-08-03,7317745,invalid_mobile
Denise Carpenter,Denise_Carpenter@hernandez.com,03-11-1965,5174044,invalid_mobile
James Kim,James_Kim@gibbs-hughes.com,1952/04/22,76976,invalid_mobile
Eric Mcclure,Eric_Mcclure@tran-cummings.com,07/09/2012,6828900,invalid_mobile;below_18
Brian Smith,Brian_Smith@phillips-smith.com,1981/06/30,121587,invalid_mobile
Jeffery Gordon,Jeffery_Gordon@johnson-carr.com,06/25/1956,2874488,invalid_mobile
Kyle Taylor,Kyle_Taylor@burton.com,05-12-1953,47901,invalid_mobile
Thomas Underwood,Thomas_Underwood@ward-estes.com,29-08-1957,179085,invalid_mobile
David Jones,David_Jones@anderson.info,02/19/2003,405465,invalid_mobile
Julia Wolfe,Julia_Wolfe@nguyen.info,1968-12-19,741345,invalid_mobile
Derek Vaughn,Derek_Vaughn@barnes.com,1968-06-09,4600912,invalid_mobile
Joel Walters,Joel_Walters@sloan.com,1987/03/15,888927,invalid_mobile
Leonard Wheeler,Leonard_Wheeler@hicks-meadows.com,05/21/2007,628131,invalid_mobile;below_18
Jason Santos,Jason_Santos@french.com,02/22/1982,60776,invalid_mobile
April Spears,April_Spears@stephenson-walton.com,06/20/2003,945729,invalid_mobile
Gina Butler,Gina_Butler@faulkner.com,2017-02-18,3396884,invalid_mobile;below_18
Cheryl Alvarez,Cheryl_Alvarez@castillo.com,02/15/2005,9165164,invalid_mobile;below_18
Kyle Lee,Kyle_Lee@lloyd.info,01/18/1997,332493,invalid_mobile
Dylan White,Dylan_White@wood-howard.com,04/09/2004,72451,invalid_mobile;below_18
Martin Griffin,Martin_Griffin@allen.com,2005-01-02,36159095,below_18
Clinton Curtis,Clinton_Curtis@king-edwards.com,1986/02/28,47846,invalid_mobile
Justin Lester,Justin_Lester@williams-perez.com,1963/11/02,975069,invalid_mobile
Vanessa Montgomery,Vanessa_Montgomery@mooney.info,1961-12-02,510339,invalid_mobile
Melissa Wiley,Melissa_Wiley@roberts-wade.com,1978/09/12,53961,invalid_mobile
Jose Bates,Jose_Bates@maynard.com,1966/06/13,3133243,invalid_mobile
Christopher Taylor,Christopher_Taylor@thomas.biz,03/18/1996,51981,invalid_mobile
Michael Perkins,Michael_Perkins@hale.com,2018/10/17,33461,invalid_mobile;below_18
Brianna Haynes,Brianna_Haynes@garcia.com,04/01/1998,1215 3303,invalid_mobile
Lisa Harrison,Lisa_Harrison@smith-nguyen.com,22-02-1962,12016,invalid_mobile
Joe Ewing,Joe_Ewing@alvarez-day.org,03/25/2016,425835,invalid_mobile;below_18
Maria Miller,Maria_Miller@wilson.com,01-04-2011,893049,invalid_mobile;below_18
Seth Mayer,Seth_Mayer@dunn-terry.net,2000-08-04,47526,invalid_mobile
Erin Sharp,Erin_Sharp@murphy.com,2006-03-14,63091,invalid_mobile;below_18
Cindy Beasley,Cindy_Beasley@russell.com,2004-11-09,162447,invalid_mobile;below_18
Cassandra Benjamin,Cassandra_Benjamin@clark.net,25-01-2005,98516,invalid_mobile;below_18
Kyle Dickson,Kyle_Dickson@davis.com,1970/06/30,193509,invalid_mobile
Elizabeth Gomez,Elizabeth_Gomez@miller-roberts.com,10/03/1955,401337,invalid_mobile
Tracey Kramer,Tracey_Kramer@rice.info,06-12-2005,95921,invalid_mobile;below_18
David Swanson,David_Swanson@gregory.com,12/20/2002,1675 3799,invalid_mobile
Kathryn Dyer,Kathryn_Dyer@walker.com,12/10/1959,5787 3103,invalid_mobile
Shari Barry,Shari_Barry@herrera.com,05/23/1969,7118448,invalid_mobile
Holly Wilson,Holly_Wilson@miles.org,1972/05/06,870435,invalid_mobile
Wesley Young,Wesley_Young@jordan.com,31-01-2011,672225,invalid_mobile;below_18
Ashley Mckee,Ashley_Mckee@ramirez.org,2010/03/13,863889,invalid_mobile;below_18
Johnathan Graham,Johnathan_Graham@smith.com,1964/07/27,3227813,invalid_mobile
Ashley Davis,Ashley_Davis@mclaughlin.com,12/03/2002,784773,invalid_mobile
Michael Payne,Michael_Payne@austin.biz,19-02-1999,8910175,invalid_mobile
Alicia Crane,Alicia_Crane@charles.info,1967/08/29,1665938,invalid_mobile
Ruben Smith,Ruben_Smith@burton-wood.com,1982-03-27,732621,invalid_mobile
Jeffrey Rodriguez,Jeffrey_Rodriguez@trujillo.com,03/31/1990,5647 2143,invalid_mobile
Diana Clayton,Diana_Clayton@orozco-clayton.com,1982-11-14,9713278,invalid_mobile
Andrea Huynh,Andrea_Huynh@dixon-smith.com,09/29/1989,2679 9851,invalid_mobile
John Hale,John_Hale@collins-williams.com,1983-06-05,4678353,invalid_mobile
William Dunn,William_Dunn@mckinney.info,07-04-2016,2520806,invalid_mobile;below_18
Brittany Wade,Brittany_Wade@blair.com,09/26/2005,7047 2003,invalid_mobile;below_18
Sheena Lester,Sheena_Lester@vaughan.com,05/22/1952,6322191,invalid_mobile
Ann Gibson,Ann_Gibson@lewis.com,23-10-2011,1233457,invalid_mobile;below_18
Cynthia Quinn,Cynthia_Quinn@spencer-marshall.com,04-09-1963,5947236,invalid_mobile
Suzanne Colon,Suzanne_Colon@herrera.biz,1986/12/06,674091,invalid_mobile
Julie Paul,Julie_Paul@jackson-rogers.com,03-05-1968,397599,invalid_mobile
Patricia Webb,Patricia_Webb@rose-murphy.com,02/16/2012,7708730,invalid_mobile;below_18
Scott Paul,Scott_Paul@martinez-lane.com,23-05-1987,291075,invalid_mobile
Shirley Bailey,Shirley_Bailey@morris.com,31-10-2011,291885,invalid_mobile;below_18
Cameron Atkinson,Cameron_Atkinson@foster.net,01/31/1986,12256,invalid_mobile
Brian Allen,Brian_Allen@conway.com,01/01/1956,9323 3303,invalid_mobile
Gary Gray,Gary_Gray@smith.com,2002/11/10,254439,invalid_mobile
Jacqueline Peck,Jacqueline_Peck@smith-miller.com,02/10/1959,6051 2219,invalid_mobile
Brenda Rosales,Brenda_Rosales@mora-brandt.com,1996-07-29,503073,invalid_mobile
Jeffrey Orr,Jeffrey_Orr@rosales.com,28-01-1977,81191,invalid_mobile
Lisa Snyder,Lisa_Snyder@wright-goodwin.com,03-02-1968,9356831,invalid_mobile
Curtis Daniels,Curtis_Daniels@williams-christensen.com,12/16/1963,2434776,invalid_mobile
Jessica Coleman,Jessica_Coleman@schmidt-gates.org,06/02/1960,97661,invalid_mobile
Mason Turner,Mason_Turner@gardner.com,1952/11/03,8895601,invalid_mobile
Mary Morris,Mary_Morris@martinez.info,1990-11-21,38456,invalid_mobile
Melanie Park,Melanie_Park@combs-pruitt.biz,01/11/2001,951177,invalid_mobile
Michelle Harmon,Michelle_Harmon@mcdonald.com,06-12-1987,9420384,invalid_mobile
Brandon Coleman,Brandon_Coleman@davis.com,30-01-1994,7990599,invalid_mobile
Anthony Fletcher,Anthony_Fletcher@perez-smith.com,2001-12-21,77901,invalid_mobile
Jason Mcdaniel,Jason_Mcdaniel@wood.com,04/03/1965,6859 1887,invalid_mobile
Travis Wilkins,Travis_Wilkins@hoffman.net,04/08/1965,2650824,invalid_mobile
Ashlee Boyd,Ashlee_Boyd@may.com,24-01-2015,782109,invalid_mobile;below_18
Victoria Valdez,Victoria_Valdez@becker.com,1965/08/27,951579,invalid_mobile
Patrick Williams,Patrick_Williams@atkinson.com,05/20/1982,8227661,invalid_mobile
Johnathan Edwards,Johnathan_Edwards@richard.biz,01/20/1975,44586,invalid_mobile
Daniel Chambers,Daniel_Chambers@torres.com,08-01-1994,5232235,invalid_mobile
Alexandra Austin,Alexandra_Austin@duncan.com,1962-09-17,7423459,invalid_mobile
Ryan Garcia,Ryan_Garcia@cunningham-clark.com,1956/07/20,296433,invalid_mobile
Joseph Navarro,Joseph_Navarro@lawrence.com,08/16/1967,756525,invalid_mobile
Christina Nunez,Christina_Nunez@jordan.com,1983/02/21,711495,invalid_mobile
Gregory Mitchell,Gregory_Mitchell@soto.com,1962/06/14,72196,invalid_mobile
Ashley Taylor,Ashley_Taylor@church.com,1995-08-04,66046,invalid_mobile
Michael Becker,Michael_Becker@morgan-moore.biz,07/18/1968,1893515,invalid_mobile
James Villegas,James_Villegas@patterson-hunt.com,18-06-2008,3708076,invalid_mobile;below_18
Samuel Alvarado,Samuel_Alvarado@glenn-bartlett.com,1990-06-09,13921,invalid_mobile
Gregory Foster,Gregory_Foster@martinez.com,1988/10/20,1927339,invalid_mobile
Jimmy Martin,Jimmy_Martin@nguyen-swanson.net,2008/06/28,61684983,below_18
Emily Wilson,Emily_Wilson@elliott-patterson.info,14-04-1951,651999,invalid_mobile
Mark Olsen,Mark_Olsen@montes.info,1995-05-08,5000836,invalid_mobile
Madeline Jones,Madeline_Jones@waters-nguyen.info,1950-08-30,34276,invalid_mobile
Tammy Becker MD,Tammy_Becker@gonzalez.org,02/03/2018,6084380,invalid_mobile;below_18
Justin Mcdowell,Justin_Mcdowell@davis-peterson.org,1997-12-12,121569,invalid_mobile
Michael Cook,Michael_Cook@nichols.com,02/19/1989,885135,invalid_mobile
Jesse Johnson,Jesse_Johnson@blanchard.com,18-10-2017,808425,invalid_mobile;below_18
Steven Huber,Steven_Huber@owen.com,04/30/1981,295341,invalid_mobile
Aimee Brown,Aimee_Brown@ball.com,10/12/1988,8111860,invalid_mobile
Melinda Morris,Melinda_Morris@cooper-sharp.com,2007-03-19,219561,invalid_mobile;below_18
Michael Nichols,Michael_Nichols@bishop.biz,1967-09-26,35761,invalid_mobile
Christina Wilson,Christina_Wilson@holden-barker.biz,22-08-1975,5270875,invalid_mobile
Karen Hughes,Karen_Hughes@burgess.net,1952/05/18,2740200,invalid_mobile
Michael Dorsey,Michael_Dorsey@davis-shaw.biz,03/12/2010,542151,invalid_mobile;below_18
Donald Mason,Donald_Mason@foster.info,2014-06-18,98396,invalid_mobile;below_18
Amanda Mclaughlin,Amanda_Mclaughlin@juarez.com,2017-02-09,452535,invalid_mobile;below_18
Robert Herman,Robert_Herman@kelley.com,1971/11/11,71171,invalid_mobile
Tina Suarez,Tina_Suarez@martinez.net,26-08-2008,48067279,below_18
James Myers,James_Myers@wilson-salinas.com,12/17/2015,11151,invalid_mobile;below_18
Dean Sullivan,Dean_Sullivan@rojas.org,09/05/1972,8007686,invalid_mobile
Joseph Lester,Joseph_Lester@sullivan-thompson.com,15-05-2011,6319230,invalid_mobile;below_18
Andrew Serrano,Andrew_Serrano@ford.com,26-07-1999,704097,invalid_mobile
Joel Alvarez,Joel_Alvarez@barber-underwood.com,11-12-1959,97361,invalid_mobile
Cindy Padilla,Cindy_Padilla@schmidt.com,2003/04/07,146169,invalid_mobile
Ryan Huerta,Ryan_Huerta@gibson-parker.com,1952/06/26,99966,invalid_mobile
John Stein,John_Stein@carroll.net,04/26/1960,53761,invalid_mobile
Joshua Macias,Joshua_Macias@barnes.com,10/13/1980,67346,invalid_mobile
Stuart Daniels,Stuart_Daniels@castro.com,03/17/2002,3855 1603,invalid_mobile
Nathan White,Nathan_White@friedman.com,04/19/1958,4196886,invalid_mobile
Matthew Thompson,Matthew_Thompson@casey.info,25-04-1958,7800262,invalid_mobile
Katherine Padilla,Katherine_Padilla@leach.biz,2012-06-12,83393263,below_18
Maria Rodriguez,Maria_Rodriguez@franklin-wells.net,1971-01-10,38641,invalid_mobile
John Booker DVM,John_Booker@lee-rodriguez.com,2012-03-16,287007,invalid_mobile;below_18
Jeffrey Nguyen,Jeffrey_Nguyen@poole.com,2013/09/22,716361,invalid_mobile;below_18
Jennifer Jackson,Jennifer_Jackson@griffin.com,02/17/1988,798099,invalid_mobile
Karen Ruiz,Karen_Ruiz@becker.com,21-07-1955,336843,invalid_mobile
Jeffrey Rodriguez,Jeffrey_Rodriguez@smith-pena.com,17-01-1951,13931,invalid_mobile
Andrew Garrett,Andrew_Garrett@burke.com,04/12/2006,59616,invalid_mobile;below_18
Melissa Allison,Melissa_Allison@watkins.info,2005/06/04,75546,invalid_mobile;below_18
Amber Haynes,Amber_Haynes@smith.com,07-10-1977,870567,invalid_mobile
William Jones,William_Jones@ford.com,2005-10-26,60103815,below_18
Steven Morton,Steven_Morton@barker.info,02-09-1954,576027,invalid_mobile
Kathy Erickson,Kathy_Erickson@martinez.com,2013-01-25,522855,invalid_mobile;below_18
Tammy Miller,Tammy_Miller@bennett.info,04/22/1963,97311,invalid_mobile
Steven Hill,Steven_Hill@ballard-mcintosh.com,2009-08-18,4852828,invalid_mobile;below_18
Gregory Carr,Gregory_Carr@carter-west.net,09-04-2002,61471,invalid_mobile
Elizabeth Vega,Elizabeth_Vega@davis.com,17-02-1988,97401,invalid_mobile
Samuel Shields,Samuel_Shields@buck.com,01/12/1990,2102654,invalid_mobile
Heather Simpson,Heather_Simpson@clarke.com,10/01/1984,8474138,invalid_mobile
Ashley Duncan,Ashley_Duncan@garza-ray.com,12/01/1950,961881,invalid_mobile
Matthew Kim,Matthew_Kim@smith-martinez.com,2015/03/24,2565662,invalid_mobile;below_18
Nicole Anderson,Nicole_Anderson@richards.com,08/30/1999,24391,invalid_mobile
Andrew Conley,Andrew_Conley@berry.com,1951/03/09,942057,invalid_mobile
Joshua Jones,Joshua_Jones@reed-melendez.com,1954-10-29,667101,invalid_mobile
Megan Frederick,Megan_Frederick@hammond-harmon.com,12/14/1990,152967,invalid_mobile
Shawn Yang,Shawn_Yang@edwards-roberts.com,06/21/1983,5127571,invalid_mobile
Jennifer Cruz,Jennifer_Cruz@garcia.com,08/15/2007,61291,invalid_mobile;below_18
Jerry Lewis,Jerry_Lewis@myers-bates.net,22-03-1967,332283,invalid_mobile
Mr. Gerald Hall PhD,Gerald_Hall@kim-chapman.com,10/07/1971,5395 4823,invalid_mobile
Lisa Williams,Lisa_Williams@sloan.com,11/04/1951,39921,invalid_mobile
Austin Dougherty,Austin_Dougherty@schmidt.com,08-11-2001,959925,invalid_mobile
Tiffany Khan,Tiffany_Khan@nelson-patterson.info,1958-03-02,9913520,invalid_mobile
Bradley Hanson,Bradley_Hanson@wolfe-guzman.com,2016-09-29,91001,invalid_mobile;below_18
Debra Lee,Debra_Lee@kelley.com,1953/07/16,4660202,invalid_mobile
Juan Ellison,Juan_Ellison@cole-castillo.com,12/22/2012,942585,invalid_mobile;below_18
Kristy Johnson,Kristy_Johnson@spencer.com,11/27/1981,11166,invalid_mobile
Micheal Castro,Micheal_Castro@beck.com,1986/11/10,95301,invalid_mobile
Scott Dunn,Scott_Dunn@sullivan.com,1963/07/07,7901188,invalid_mobile
Tyler Johnson,Tyler_Johnson@pearson.net,01/13/1958,6371660,invalid_mobile
Daniel Alexander,Daniel_Alexander@castro.com,04/10/1991,41841,invalid_mobile
Jennifer Powell,Jennifer_Powell@lambert.biz,1951-10-27,9321985,invalid_mobile
Stacy Wright,Stacy_Wright@jones-schneider.com,10/26/1964,560691,invalid_mobile
Jennifer Sosa,Jennifer_Sosa@buchanan.com,06/28/1991,2886367,invalid_mobile
Charles Hall,Charles_Hall@rogers.com,1952/04/29,8139657,invalid_mobile
Jennifer Ward,Jennifer_Ward@taylor-diaz.com,01/23/1998,936933,invalid_mobile
Courtney Jones,Courtney_Jones@brown.info,05-06-1970,932307,invalid_mobile
Ashley Sanders,Ashley_Sanders@goodman-lopez.com,05-10-1984,6350443,invalid_mobile
Monica Thomas,Monica_Thomas@wolfe-beasley.net,2001-02-27,810639,invalid_mobile
Stacey Johnston,Stacey_Johnston@torres.com,1972/10/18,267873,invalid_mobile
Matthew Fisher,Matthew_Fisher@foley.net,1950/03/14,98171,invalid_mobile
Stephen Caldwell,Stephen_Caldwell@george.info,1958/11/17,146649,invalid_mobile
Amanda Allen,Amanda_Allen@torres.biz,05/27/2011,8766451,invalid_mobile;below_18
Alexander Hampton,Alexander_Hampton@washington.com,13-07-1990,3053597,invalid_mobile
Brian Peters,Brian_Peters@ross.com,11/27/2018,89921,invalid_mobile;below_18
Brittany King,Brittany_King@robinson-dorsey.info,1976/12/22,78381,invalid_mobile
James Fuller,James_Fuller@whitney.biz,2015-03-26,584211,invalid_mobile;below_18
Kevin Hernandez,Kevin_Hernandez@green.net,10/02/1952,275769,invalid_mobile
Jason Sanders,Jason_Sanders@gardner-harris.com,1957/11/14,99026,invalid_mobile
Charles Garcia,Charles_Garcia@schmidt.info,2013-05-13,36061,invalid_mobile;below_18
Laura Martin,Laura_Martin@smith.com,27-10-2014,8766500,invalid_mobile;below_18
Joel Aguilar,Joel_Aguilar@vega-walker.biz,10/10/2006,2469755,invalid_mobile;below_18
Gina Simmons,Gina_Simmons@kelly.com,02/16/1973,75471,invalid_mobile
William White,William_White@white.com,21-02-2013,77500087,below_18
Matthew Odonnell,Matthew_Odonnell@baker.com,2010-09-26,5771767,invalid_mobile;below_18
Sara Barnett,Sara_Barnett@lucas.com,29-10-1957,855597,invalid_mobile
Stephanie Charles,Stephanie_Charles@ball.org,1960-11-05,9951565,invalid_mobile
Steven Barrett,Steven_Barrett@brooks-martinez.com,01/22/1954,361935,invalid_mobile
Margaret Buckley,Margaret_Buckley@mueller-silva.info,01-12-2017,93794391,below_18
Jesus Fisher,Jesus_Fisher@brown-cruz.com,06/22/1990,5416685,invalid_mobile
Travis Stone,Travis_Stone@reynolds-chapman.com,12/13/1963,536205,invalid_mobile
Joshua Tapia,Joshua_Tapia@jackson.org,1988/10/20,57396,invalid_mobile
Karen Smith,Karen_Smith@gonzalez.net,2015/01/07,84186,invalid_mobile;below_18
Kathryn Oconnell,Kathryn_Oconnell@fuller.com,1979-04-27,7146301,invalid_mobile
Sarah Wagner,Sarah_Wagner@escobar-watts.com,03-06-1980,73961,invalid_mobile
Sheryl Baker,Sheryl_Baker@smith.info,09/13/1988,6899005,invalid_mobile
Lisa Scott,Lisa_Scott@wheeler-medina.com,1984-07-11,56611,invalid_mobile
Tamara Mason,Tamara_Mason@graham-nixon.net,10/04/2010,9443 9255,invalid_mobile;below_18
Stephen Perez,Stephen_Perez@newton-diaz.com,09-09-1982,300441,invalid_mobile
Krystal Bell,Krystal_Bell@raymond-price.com,1960-02-01,60256,invalid_mobile
Maureen Davis,Maureen_Davis@stein.com,2008-04-20,31048375,below_18
Felicia Hammond,Felicia_Hammond@holmes.com,1984-01-20,53331,invalid_mobile
Ronald Harper,Ronald_Harper@nguyen.com,2016-11-29,82643711,below_18
Cody Marquez,Cody_Marquez@martinez.com,07/15/2010,924729,invalid_mobile;below_18
Kiara Bishop,Kiara_Bishop@griffin.biz,2006/03/23,28214223,below_18
Jesse Moss,Jesse_Moss@kirby.com,30-07-1961,242949,invalid_mobile
Maria Mcdonald,Maria_Mcdonald@clark.com,1996-04-01,9027572,invalid_mobile
John Murphy,John_Murphy@hall.com,2004/09/08,445743,invalid_mobile;below_18
Patricia Turner,Patricia_Turner@long-garcia.org,1986-01-06,53161,invalid_mobile
Reginald Martinez,Reginald_Martinez@dean.info,2000/12/14,41921,invalid_mobile
Stephanie Brewer,Stephanie_Brewer@roman.com,08/17/2001,18206,invalid_mobile
Kimberly Cooper,Kimberly_Cooper@wood-marshall.com,01/29/1994,904533,invalid_mobile
Vickie Stuart,Vickie_Stuart@stephens.biz,1972/07/16,368649,invalid_mobile
Louis Williams,Louis_Williams@young.com,2006-11-05,54396,invalid_mobile;below_18
Anthony Tapia,Anthony_Tapia@brown.info,1971/02/18,79096,invalid_mobile
Devin Pugh,Devin_Pugh@west-shaffer.com,2005/04/13,9144416,invalid_mobile;below_18
Sara Brown,Sara_Brown@mcgee.com,21-04-1980,41956,invalid_mobile
Tanya Gonzales,Tanya_Gonzales@page.com,2009-02-18,62351,invalid_mobile;below_18
Mrs. Nicole Thomas DDS,Nicole_Thomas@miller.com,11/04/2016,4798396,invalid_mobile;below_18
William Ward,William_Ward@carney.com,1996-04-21,89426,invalid_mobile
Ashley Cooper MD,Ashley_Cooper@parrish.org,2016-09-22,180855,invalid_mobile;below_18
Aaron Williams,Aaron_Williams@anderson.com,23-08-2016,1507031,invalid_mobile;below_18
Heather Robinson,Heather_Robinson@anderson.com,2011-04-12,2632064,invalid_mobile;below_18
Rick Fritz,Rick_Fritz@rivera.com,1968/02/19,758841,invalid_mobile
Michael Hill,Michael_Hill@cunningham.com,1993-09-22,71016,invalid_mobile
Ethan Garcia,Ethan_Garcia@martin-little.com,1951/05/22,42936,invalid_mobile
Hector Yates,Hector_Yates@rodriguez.com,1987/10/17,24891,invalid_mobile
Brandon Willis,Brandon_Willis@jensen-johnson.info,23-09-1997,89926,invalid_mobile
Holly Parker,Holly_Parker@kennedy.com,02/10/1956,49526,invalid_mobile
Karen Herring,Karen_Herring@koch.org,1991-03-14,24621,invalid_mobile
Michael Smith,Michael_Smith@tran.com,12/27/2014,423429,invalid_mobile;below_18
Ruben Lee,Ruben_Lee@terrell-lopez.org,03/03/1967,128325,invalid_mobile
Jennifer Taylor,Jennifer_Taylor@jones.com,2007/10/17,61551,invalid_mobile;below_18
Crystal Bryant,Crystal_Bryant@little-huff.com,05/08/1992,85026,invalid_mobile
Lori Guerrero,Lori_Guerrero@munoz-nguyen.com,2006-08-02,913761,invalid_mobile;below_18
Adam Silva,Adam_Silva@miles-campbell.com,27-06-1961,68381,invalid_mobile
Jose Mcbride,Jose_Mcbride@allen.com,05/18/2009,2471 8647,invalid_mobile;below_18
Ernest Simon,Ernest_Simon@allen.org,08/20/1965,88136,invalid_mobile
Lisa Hopkins,Lisa_Hopkins@carter-fisher.info,1956/10/18,1506429,invalid_mobile
Cory Riley,Cory_Riley@davis-stephens.com,1981/06/23,626853,invalid_mobile
Danny Davenport,Danny_Davenport@suarez.com,04/16/1995,445407,invalid_mobile
Zachary Day DDS,Zachary_Day@mora.com,25-03-2013,19063807,below_18
Michelle Lopez PhD,Michelle_Lopez@ortega-miller.com,2016/09/24,63712439,below_18
Molly Hodges,Molly_Hodges@mata-walker.biz,1952/04/29,642735,invalid_mobile
Tara Dudley,Tara_Dudley@kennedy-anderson.com,1982/01/06,706833,invalid_mobile
Keith Walsh,Keith_Walsh@henderson.com,1965-05-23,332439,invalid_mobile
Matthew Barrett,Matthew_Barrett@perry.org,1985/08/27,6202428,invalid_mobile
Leslie Pierce,Leslie_Pierce@hernandez.com,1987/06/05,6434058,invalid_mobile
Jonathon Marsh,Jonathon_Marsh@montoya.org,04/02/1968,59956,invalid_mobile
Kristin Dillon,Kristin_Dillon@bradshaw.net,07-09-1965,5533690,invalid_mobile
Stephanie Pierce,Stephanie_Pierce@moore-white.info,1963/04/26,26036,invalid_mobile
Amanda Parker,Amanda_Parker@brown.com,1975-03-10,30561,invalid_mobile
Patrick Johnson,Patrick_Johnson@payne.biz,08/28/1977,2428700,invalid_mobile
Jeffrey Lowery,Jeffrey_Lowery@smith.net,1990-05-16,969189,invalid_mobile
Bethany Morales,Bethany_Morales@davis-sharp.org,2017/07/26,97581,invalid_mobile;below_18
Andrea Dennis,Andrea_Dennis@smith-goodman.com,09/26/1957,1715 3399,invalid_mobile
Kevin Campos,Kevin_Campos@sandoval.com,1978/07/24,9641115,invalid_mobile
